cmte,app,memno,cid,job,exp,panelist,exp_high,exp_low,exp_none,consensus,deviated,deviation,score
01,3,07,01_07,panelist,none,1,0,0,1,3.591450108775086,0,0,3.591450108775086
01,3,08,01_08,panelist,med,1,0,0,0,3.591450108775086,1,0.06586510640311365,3.6573152151781994
01,3,09,01_09,panelist,med,1,0,0,0,3.591450108775086,0,0,3.591450108775086
01,3,10,01_10,panelist,high,1,1,0,0,3.591450108775086,0,0,3.591450108775086
01,3,11,01_11,panelist,high,1,1,0,0,3.591450108775086,0,0,3.591450108775086
01,3,12,01_12,panelist,high,1,1,0,0,3.591450108775086,0,0,3.591450108775086
01,3,13,01_13,panelist,high,1,1,0,0,3.591450108775086,1,0.010410693890620767,3.6018608026657066
01,3,14,01_14,panelist,low,1,0,1,0,3.591450108775086,1,0.11734560055528548,3.708795709330371
01,3,15,01_15,panelist,med,1,0,0,0,3.591450108775086,1,0.2861980277276871,3.877648136502773
01,3,16,01_16,reviewer,med,0,0,0,0,3.591450108775086,0,0,3.591450108775086
01,3,17,01_17,panelist,med,1,0,0,0,3.591450108775086,0,0,3.591450108775086
01,3,18,01_18,panelist,none,1,0,0,1,3.591450108775086,0,0,3.591450108775086
01,3,19,01_19,panelist,high,1,1,0,0,3.591450108775086,0,0,3.591450108775086
01,3,20,01_20,panelist,med,1,0,0,0,3.591450108775086,0,0,3.591450108775086
01,3,21,01_21,panelist,none,1,0,0,1,3.591450108775086,0,0,3.591450108775086
01,3,22,01_22,panelist,med,1,0,0,0,3.591450108775086,0,0,3.591450108775086
01,3,23,01_23,panelist,none,1,0,0,1,3.591450108775086,0,0,3.591450108775086
01,3,24,01_24,panelist,high,1,1,0,0,3.591450108775086,0,0,3.591450108775086
01,4,01,01_01,panelist,high,1,1,0,0,3.766101812045367,0,0,3.766101812045367
01,4,02,01_02,panelist,none,1,0,0,1,3.766101812045367,1,0.10792273816499624,3.874024550210363
01,4,03,01_03,reviewer,none,0,0,0,1,3.766101812045367,1,-0.25467933297200773,3.5114224790733592
01,4,04,01_04,panelist,med,1,0,0,0,3.766101812045367,1,-0.18152435972413505,3.584577452321232
01,4,05,01_05,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,06,01_06,panelist,high,1,1,0,0,3.766101812045367,0,0,3.766101812045367
01,4,07,01_07,reviewer,high,0,1,0,0,3.766101812045367,1,-0.11754853211789149,3.6485532799274756
01,4,08,01_08,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,09,01_09,panelist,low,1,0,1,0,3.766101812045367,1,0.09691967538629731,3.863021487431664
01,4,10,01_10,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,11,01_11,panelist,low,1,0,1,0,3.766101812045367,0,0,3.766101812045367
01,4,12,01_12,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,13,01_13,panelist,high,1,1,0,0,3.766101812045367,0,0,3.766101812045367
01,4,14,01_14,panelist,high,1,1,0,0,3.766101812045367,1,-0.042337116117200375,3.7237646959281663
01,4,15,01_15,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,16,01_16,panelist,med,1,0,0,0,3.766101812045367,1,0.06934458637394675,3.8354463984193137
01,4,17,01_17,reviewer,low,0,0,1,0,3.766101812045367,1,0.16706823253706576,3.9331700445824325
01,4,18,01_18,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,19,01_19,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,20,01_20,panelist,med,1,0,0,0,3.766101812045367,0,0,3.766101812045367
01,4,21,01_21,panelist,none,1,0,0,1,3.766101812045367,0,0,3.766101812045367
01,4,22,01_22,panelist,none,1,0,0,1,3.766101812045367,0,0,3.766101812045367
01,4,23,01_23,panelist,low,1,0,1,0,3.766101812045367,0,0,3.766101812045367
01,4,24,01_24,panelist,high,1,1,0,0,3.766101812045367,0,0,3.766101812045367
01,5,01,01_01,panelist,none,1,0,0,1,3.6737239137009166,1,-0.15569757793125297,3.5180263357696635
01,5,02,01_02,panelist,high,1,1,0,0,3.6737239137009166,1,0.13709480248677963,3.810818716187696
01,5,03,01_03,panelist,med,1,0,0,0,3.6737239137009166,1,0.1365498911078821,3.8102738048087987
01,5,04,01_04,panelist,high,1,1,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,05,01_05,panelist,med,1,0,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,06,01_06,panelist,low,1,0,1,0,3.6737239137009166,1,0.022655590516463205,3.6963795042173797
01,5,07,01_07,panelist,med,1,0,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,08,01_08,panelist,med,1,0,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,09,01_09,panelist,none,1,0,0,1,3.6737239137009166,0,0,3.6737239137009166
01,5,10,01_10,panelist,high,1,1,0,0,3.6737239137009166,1,-0.043592883063993594,3.6301310306369228
01,5,11,01_11,panelist,low,1,0,1,0,3.6737239137009166,1,-0.0058811249520049555,3.667842788748912
01,5,12,01_12,panelist,med,1,0,0,0,3.6737239137009166,1,0.03582034347708496,3.7095442571780017
01,5,13,01_13,reviewer,none,0,0,0,1,3.6737239137009166,0,0,3.6737239137009166
01,5,14,01_14,panelist,high,1,1,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,15,01_15,panelist,high,1,1,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,16,01_16,panelist,med,1,0,0,0,3.6737239137009166,1,0.1047546831410308,3.778478596841947
01,5,17,01_17,panelist,low,1,0,1,0,3.6737239137009166,0,0,3.6737239137009166
01,5,18,01_18,panelist,med,1,0,0,0,3.6737239137009166,1,-0.013769654690122457,3.659954259010794
01,5,19,01_19,reviewer,med,0,0,0,0,3.6737239137009166,1,-0.025092693101003472,3.648631220599913
01,5,20,01_20,panelist,med,1,0,0,0,3.6737239137009166,0,0,3.6737239137009166
01,5,21,01_21,panelist,none,1,0,0,1,3.6737239137009166,1,-0.1628992200299044,3.510824693671012
01,5,22,01_22,panelist,med,1,0,0,0,3.6737239137009166,1,0.38382440123777234,4.057548314938689
01,5,23,01_23,reviewer,low,0,0,1,0,3.6737239137009166,0,0,3.6737239137009166
01,5,24,01_24,panelist,high,1,1,0,0,3.6737239137009166,1,-0.08918535062320881,3.584538563077708
01,6,01,01_01,reviewer,none,0,0,0,1,4.2586073958578705,0,0,4.2586073958578705
01,6,02,01_02,panelist,high,1,1,0,0,4.2586073958578705,1,0.059847390674578615,4.318454786532449
01,6,03,01_03,panelist,low,1,0,1,0,4.2586073958578705,0,0,4.2586073958578705
01,6,04,01_04,panelist,med,1,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,05,01_05,panelist,high,1,1,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,06,01_06,panelist,med,1,0,0,0,4.2586073958578705,1,0.251583964339881,4.5101913601977515
01,6,07,01_07,panelist,high,1,1,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,08,01_08,panelist,med,1,0,0,0,4.2586073958578705,1,0.08468223378473556,4.343289629642606
01,6,09,01_09,panelist,med,1,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,10,01_10,panelist,med,1,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,11,01_11,panelist,low,1,0,1,0,4.2586073958578705,0,0,4.2586073958578705
01,6,12,01_12,panelist,none,1,0,0,1,4.2586073958578705,1,0.014669943930739367,4.27327733978861
01,6,13,01_13,panelist,med,1,0,0,0,4.2586073958578705,1,-0.198698643335436,4.059908752522435
01,6,14,01_14,panelist,high,1,1,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,15,01_15,panelist,med,1,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,16,01_16,reviewer,med,0,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,17,01_17,panelist,med,1,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,18,01_18,reviewer,none,0,0,0,1,4.2586073958578705,1,0.35801964508308715,4.6166270409409575
01,6,19,01_19,panelist,high,1,1,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,20,01_20,panelist,high,1,1,0,0,4.2586073958578705,1,-0.05709190208920504,4.201515493768666
01,6,21,01_21,panelist,low,1,0,1,0,4.2586073958578705,0,0,4.2586073958578705
01,6,22,01_22,panelist,none,1,0,0,1,4.2586073958578705,0,0,4.2586073958578705
01,6,23,01_23,panelist,med,1,0,0,0,4.2586073958578705,0,0,4.2586073958578705
01,6,24,01_24,panelist,low,1,0,1,0,4.2586073958578705,0,0,4.2586073958578705
01,7,01,01_01,reviewer,med,0,0,0,0,3.799051146986252,1,-0.21632013438309003,3.582731012603162
01,7,02,01_02,panelist,low,1,0,1,0,3.799051146986252,1,-0.16723266004473372,3.631818486941518
01,7,03,01_03,reviewer,med,0,0,0,0,3.799051146986252,0,0,3.799051146986252
01,7,04,01_04,panelist,high,1,1,0,0,3.799051146986252,1,-0.191516974307459,3.607534172678793
01,7,05,01_05,panelist,high,1,1,0,0,3.799051146986252,0,0,3.799051146986252
01,7,06,01_06,panelist,high,1,1,0,0,3.799051146986252,1,-0.10167496998736668,3.6973761769988855
01,7,07,01_07,panelist,med,1,0,0,0,3.799051146986252,1,0.2897973618425672,4.08884850882882
01,7,08,01_08,panelist,low,1,0,1,0,3.799051146986252,0,0,3.799051146986252
01,7,09,01_09,panelist,med,1,0,0,0,3.799051146986252,0,0,3.799051146986252
01,7,10,01_10,panelist,low,1,0,1,0,3.799051146986252,1,-0.1768425122712958,3.6222086347149562
01,7,11,01_11,panelist,med,1,0,0,0,3.799051146986252,0,0,3.799051146986252
01,7,12,01_12,panelist,none,1,0,0,1,3.799051146986252,0,0,3.799051146986252
01,7,13,01_13,panelist,med,1,0,0,0,3.799051146986252,1,-0.25852990656054964,3.5405212404257025
01,7,14,01_14,panelist,none,1,0,0,1,3.799051146986252,0,0,3.799051146986252
01,7,15,01_15,panelist,high,1,1,0,0,3.799051146986252,1,-0.32200940698375813,3.5
01,7,16,01_16,panelist,med,1,0,0,0,3.799051146986252,0,0,3.799051146986252
01,7,17,01_17,panelist,none,1,0,0,1,3.799051146986252,1,0.09824342842055009,3.8972945754068022
01,7,18,01_18,panelist,low,1,0,1,0,3.799051146986252,0,0,3.799051146986252
01,7,19,01_19,reviewer,med,0,0,0,0,3.799051146986252,1,-0.13657896252965343,3.6624721844565986
01,7,20,01_20,panelist,med,1,0,0,0,3.799051146986252,0,0,3.799051146986252
01,7,21,01_21,panelist,med,1,0,0,0,3.799051146986252,0,0,3.799051146986252
01,7,22,01_22,panelist,high,1,1,0,0,3.799051146986252,0,0,3.799051146986252
01,7,23,01_23,panelist,high,1,1,0,0,3.799051146986252,0,0,3.799051146986252
01,7,24,01_24,panelist,none,1,0,0,1,3.799051146986252,1,-0.0344644522727833,3.7645866947134685
01,8,01,01_01,panelist,none,1,0,0,1,4.364054135869685,0,0,4.364054135869685
01,8,02,01_02,panelist,high,1,1,0,0,4.364054135869685,1,0.4749908477932589,4.8390449836629434
01,8,03,01_03,panelist,med,1,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,04,01_04,panelist,med,1,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,05,01_05,panelist,high,1,1,0,0,4.364054135869685,0,0,4.364054135869685
01,8,06,01_06,panelist,low,1,0,1,0,4.364054135869685,1,0.11152982200130429,4.475583957870989
01,8,07,01_07,panelist,med,1,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,08,01_08,panelist,high,1,1,0,0,4.364054135869685,1,-0.27989051016420163,4.084163625705483
01,8,09,01_09,panelist,none,1,0,0,1,4.364054135869685,1,-0.3150427005724895,4.049011435297195
01,8,10,01_10,panelist,high,1,1,0,0,4.364054135869685,0,0,4.364054135869685
01,8,11,01_11,panelist,high,1,1,0,0,4.364054135869685,0,0,4.364054135869685
01,8,12,01_12,panelist,none,1,0,0,1,4.364054135869685,1,0.07345512774014022,4.437509263609825
01,8,13,01_13,reviewer,med,0,0,0,0,4.364054135869685,1,0.06590361934998175,4.429957755219666
01,8,14,01_14,panelist,med,1,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,15,01_15,panelist,med,1,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,16,01_16,reviewer,none,0,0,0,1,4.364054135869685,0,0,4.364054135869685
01,8,17,01_17,panelist,med,1,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,18,01_18,panelist,low,1,0,1,0,4.364054135869685,1,0.11602856402508255,4.480082699894767
01,8,19,01_19,panelist,high,1,1,0,0,4.364054135869685,1,-0.03616660578323054,4.327887530086454
01,8,20,01_20,panelist,med,1,0,0,0,4.364054135869685,1,0.04572305540450317,4.409777191274188
01,8,21,01_21,reviewer,med,0,0,0,0,4.364054135869685,0,0,4.364054135869685
01,8,22,01_22,panelist,low,1,0,1,0,4.364054135869685,0,0,4.364054135869685
01,8,23,01_23,panelist,med,1,0,0,0,4.364054135869685,1,-0.13902876013163282,4.225025375738052
01,8,24,01_24,panelist,low,1,0,1,0,4.364054135869685,0,0,4.364054135869685
01,9,01,01_01,panelist,med,1,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,02,01_02,panelist,low,1,0,1,0,4.7294483564277705,0,0,4.7294483564277705
01,9,03,01_03,panelist,none,1,0,0,1,4.7294483564277705,0,0,4.7294483564277705
01,9,04,01_04,panelist,med,1,0,0,0,4.7294483564277705,1,-0.2166367901659347,4.512811566261836
01,9,05,01_05,reviewer,none,0,0,0,1,4.7294483564277705,1,0.021023853952066077,4.7504722103798365
01,9,06,01_06,panelist,high,1,1,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,07,01_07,panelist,high,1,1,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,08,01_08,panelist,med,1,0,0,0,4.7294483564277705,1,-0.17713196000575784,4.552316396422013
01,9,09,01_09,panelist,med,1,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,10,01_10,panelist,med,1,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,11,01_11,panelist,med,1,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,12,01_12,panelist,high,1,1,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,13,01_13,panelist,med,1,0,0,0,4.7294483564277705,1,0.05459394711078327,4.784042303538554
01,9,14,01_14,panelist,high,1,1,0,0,4.7294483564277705,1,-0.12747236884278626,4.601975987584984
01,9,15,01_15,panelist,none,1,0,0,1,4.7294483564277705,1,0.03736216551801035,4.766810521945781
01,9,16,01_16,panelist,high,1,1,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,17,01_17,reviewer,low,0,0,1,0,4.7294483564277705,0,0,4.7294483564277705
01,9,18,01_18,panelist,low,1,0,1,0,4.7294483564277705,0,0,4.7294483564277705
01,9,19,01_19,panelist,high,1,1,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,20,01_20,panelist,none,1,0,0,1,4.7294483564277705,0,0,4.7294483564277705
01,9,21,01_21,panelist,low,1,0,1,0,4.7294483564277705,0,0,4.7294483564277705
01,9,22,01_22,panelist,med,1,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,23,01_23,reviewer,med,0,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,9,24,01_24,panelist,med,1,0,0,0,4.7294483564277705,0,0,4.7294483564277705
01,10,01,01_01,panelist,low,1,0,1,0,4.029619188684744,0,0,4.029619188684744
01,10,02,01_02,panelist,high,1,1,0,0,4.029619188684744,0,0,4.029619188684744
01,10,03,01_03,panelist,none,1,0,0,1,4.029619188684744,1,-0.18880680013795229,3.8408123885467913
01,10,04,01_04,panelist,med,1,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,05,01_05,panelist,none,1,0,0,1,4.029619188684744,1,0.11125108175026985,4.1408702704350135
01,10,06,01_06,panelist,high,1,1,0,0,4.029619188684744,1,-0.07766641452774804,3.9519527741569958
01,10,07,01_07,panelist,high,1,1,0,0,4.029619188684744,0,0,4.029619188684744
01,10,08,01_08,panelist,med,1,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,09,01_09,panelist,high,1,1,0,0,4.029619188684744,0,0,4.029619188684744
01,10,10,01_10,panelist,none,1,0,0,1,4.029619188684744,1,0.05494014630125642,4.084559334986
01,10,11,01_11,panelist,high,1,1,0,0,4.029619188684744,0,0,4.029619188684744
01,10,12,01_12,reviewer,med,0,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,13,01_13,panelist,med,1,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,14,01_14,panelist,med,1,0,0,0,4.029619188684744,1,-0.05348014202057815,3.9761390466641657
01,10,15,01_15,panelist,med,1,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,16,01_16,panelist,low,1,0,1,0,4.029619188684744,0,0,4.029619188684744
01,10,17,01_17,reviewer,low,0,0,1,0,4.029619188684744,0,0,4.029619188684744
01,10,18,01_18,panelist,none,1,0,0,1,4.029619188684744,1,-0.14385301374979234,3.8857661749349512
01,10,19,01_19,panelist,low,1,0,1,0,4.029619188684744,0,0,4.029619188684744
01,10,20,01_20,panelist,med,1,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,21,01_21,panelist,med,1,0,0,0,4.029619188684744,0,0,4.029619188684744
01,10,22,01_22,reviewer,med,0,0,0,0,4.029619188684744,1,0.2004500904614611,4.230069279146205
01,10,23,01_23,panelist,high,1,1,0,0,4.029619188684744,0,0,4.029619188684744
01,10,24,01_24,panelist,med,1,0,0,0,4.029619188684744,1,-0.23773266499555876,3.7918865236891848
01,11,01,01_01,panelist,none,1,0,0,1,3.5617099165886583,1,0.05809379102499373,3.6198037076136522
01,11,02,01_02,panelist,none,1,0,0,1,3.5617099165886583,1,-0.18756256346570246,3.5
01,11,03,01_03,panelist,low,1,0,1,0,3.5617099165886583,0,0,3.5617099165886583
01,11,04,01_04,panelist,med,1,0,0,0,3.5617099165886583,1,-0.15960575657761764,3.5
01,11,05,01_05,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,06,01_06,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,07,01_07,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,08,01_08,panelist,high,1,1,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,09,01_09,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,10,01_10,panelist,high,1,1,0,0,3.5617099165886583,1,0.12785625858791155,3.68956617517657
01,11,11,01_11,panelist,high,1,1,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,12,01_12,panelist,high,1,1,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,13,01_13,panelist,none,1,0,0,1,3.5617099165886583,1,-9.623014576033989e-4,3.560747615131055
01,11,14,01_14,reviewer,low,0,0,1,0,3.5617099165886583,0,0,3.5617099165886583
01,11,15,01_15,reviewer,none,0,0,0,1,3.5617099165886583,1,0.11387557754839855,3.675585494137057
01,11,16,01_16,reviewer,med,0,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,17,01_17,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,18,01_18,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,19,01_19,panelist,med,1,0,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,20,01_20,panelist,high,1,1,0,0,3.5617099165886583,0,0,3.5617099165886583
01,11,21,01_21,panelist,low,1,0,1,0,3.5617099165886583,1,-0.04384019390672923,3.517869722681929
01,11,22,01_22,panelist,med,1,0,0,0,3.5617099165886583,1,-0.022077406777868902,3.5396325098107893
01,11,23,01_23,panelist,high,1,1,0,0,3.5617099165886583,1,0.008791843243535259,3.5705017598321938
01,11,24,01_24,panelist,low,1,0,1,0,3.5617099165886583,0,0,3.5617099165886583
01,12,01,01_01,panelist,med,1,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,02,01_02,panelist,med,1,0,0,0,4.0416750290328025,1,0.2987496774867725,4.340424706519575
01,12,03,01_03,panelist,none,1,0,0,1,4.0416750290328025,1,-0.13784766914140664,3.903827359891396
01,12,04,01_04,panelist,high,1,1,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,05,01_05,reviewer,med,0,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,06,01_06,panelist,med,1,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,07,01_07,reviewer,med,0,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,08,01_08,panelist,high,1,1,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,09,01_09,panelist,high,1,1,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,10,01_10,panelist,none,1,0,0,1,4.0416750290328025,0,0,4.0416750290328025
01,12,11,01_11,panelist,low,1,0,1,0,4.0416750290328025,0,0,4.0416750290328025
01,12,12,01_12,panelist,med,1,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,13,01_13,panelist,high,1,1,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,14,01_14,panelist,low,1,0,1,0,4.0416750290328025,0,0,4.0416750290328025
01,12,15,01_15,panelist,med,1,0,0,0,4.0416750290328025,1,-0.099447462990103,3.9422275660426993
01,12,16,01_16,panelist,none,1,0,0,1,4.0416750290328025,1,-0.10787155139213965,3.9338034776406627
01,12,17,01_17,panelist,low,1,0,1,0,4.0416750290328025,0,0,4.0416750290328025
01,12,18,01_18,reviewer,low,0,0,1,0,4.0416750290328025,1,0.07872780218258886,4.120402831215391
01,12,19,01_19,panelist,med,1,0,0,0,4.0416750290328025,1,0.3218402544783741,4.363515283511177
01,12,20,01_20,panelist,none,1,0,0,1,4.0416750290328025,1,0.10522027388024173,4.146895302913045
01,12,21,01_21,panelist,high,1,1,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,22,01_22,panelist,med,1,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,12,23,01_23,panelist,high,1,1,0,0,4.0416750290328025,1,-0.13382477086342567,3.907850258169377
01,12,24,01_24,panelist,med,1,0,0,0,4.0416750290328025,0,0,4.0416750290328025
01,13,01,01_01,panelist,med,1,0,0,0,4.6206000379838965,0,0,4.6206000379838965
01,13,02,01_02,panelist,med,1,0,0,0,4.6206000379838965,1,-0.26060948986591853,4.359990548117978
01,13,03,01_03,panelist,med,1,0,0,0,4.6206000379838965,0,0,4.6206000379838965
