cmte,app,memno,cid,job,exp,init_score,gender,career_stage,consensus,panelist,exp_high,exp_low,exp_none,female,early_career,deviated,deviation,score
01,14,09,01_09,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
01,14,10,01_10,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,0,0,3.6
01,14,11,01_11,reviewer,low,3.8,male,early,3.6,0,0,1,0,0,1,0,0,3.6
01,14,12,01_12,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,1,0.2,3.8
01,14,13,01_13,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,1,-0.5,3.1
01,14,14,01_14,reviewer,high,3.3,male,early,3.6,0,1,0,0,0,1,1,0.2,3.8
01,14,15,01_15,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
01,14,16,01_16,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
01,14,17,01_17,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,1,0.2,3.8
01,14,18,01_18,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,1,0.1,3.7
01,14,19,01_19,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,1,-0.3,3.3
01,14,20,01_20,panelist,low,NA,male,early,3.6,1,0,1,0,0,1,0,0,3.6
01,14,21,01_21,panelist,none,NA,male,early,3.6,1,0,0,1,0,1,1,-0.1,3.5
01,14,22,01_22,panelist,med,NA,male,early,3.6,1,0,0,0,0,1,0,0,3.6
01,14,23,01_23,panelist,high,NA,male,early,3.6,1,1,0,0,0,1,0,0,3.6
01,14,24,01_24,panelist,low,NA,male,early,3.6,1,0,1,0,0,1,0,0,3.6
01,20,01,01_01,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,1,-0.1,3.7
01,20,02,01_02,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,0,0,3.8
01,20,03,01_03,panelist,high,NA,male,early,3.8,1,1,0,0,0,1,0,0,3.8
01,20,04,01_04,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,1,0.2,4
01,20,05,01_05,reviewer,high,4.3,male,early,3.8,0,1,0,0,0,1,0,0,3.8
01,20,06,01_06,panelist,high,NA,male,early,3.8,1,1,0,0,0,1,0,0,3.8
01,20,07,01_07,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,0,0,3.8
01,20,08,01_08,panelist,low,NA,male,early,3.8,1,0,1,0,0,1,1,-0.2,3.6
01,20,09,01_09,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,0,0,3.8
01,20,10,01_10,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,0,0,3.8
01,20,11,01_11,panelist,high,NA,male,early,3.8,1,1,0,0,0,1,0,0,3.8
01,20,12,01_12,panelist,none,NA,male,early,3.8,1,0,0,1,0,1,1,0.2,4
01,20,13,01_13,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,1,-0.1,3.7
01,20,14,01_14,panelist,low,NA,male,early,3.8,1,0,1,0,0,1,1,0.2,4
01,20,15,01_15,panelist,high,NA,male,early,3.8,1,1,0,0,0,1,1,-0.2,3.6
01,20,16,01_16,panelist,none,NA,male,early,3.8,1,0,0,1,0,1,1,0.5,4.3
01,20,17,01_17,panelist,low,NA,male,early,3.8,1,0,1,0,0,1,0,0,3.8
01,20,18,01_18,panelist,high,NA,male,early,3.8,1,1,0,0,0,1,0,0,3.8
01,20,19,01_19,reviewer,none,3.6,male,early,3.8,0,0,0,1,0,1,1,-0.3,3.5
01,20,20,01_20,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,1,-0.3,3.5
01,20,21,01_21,panelist,none,NA,male,early,3.8,1,0,0,1,0,1,0,0,3.8
01,20,22,01_22,reviewer,med,3.5,male,early,3.8,0,0,0,0,0,1,0,0,3.8
01,20,23,01_23,panelist,med,NA,male,early,3.8,1,0,0,0,0,1,0,0,3.8
01,20,24,01_24,panelist,low,NA,male,early,3.8,1,0,1,0,0,1,0,0,3.8
01,21,01,01_01,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,1,-0.1,4.3
01,21,02,01_02,reviewer,none,4.4,female,established,4.4,0,0,0,1,1,0,1,0.2,4.6
01,21,03,01_03,panelist,none,NA,female,established,4.4,1,0,0,1,1,0,1,-0.1,4.3
01,21,04,01_04,panelist,low,NA,female,established,4.4,1,0,1,0,1,0,0,0,4.4
01,21,05,01_05,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,0,0,4.4
01,21,06,01_06,panelist,high,NA,female,established,4.4,1,1,0,0,1,0,0,0,4.4
01,21,07,01_07,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,1,0.1,4.5
01,21,08,01_08,panelist,high,NA,female,established,4.4,1,1,0,0,1,0,1,-0.1,4.3
01,21,09,01_09,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,1,0.3,4.7
01,21,10,01_10,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,0,0,4.4
01,21,11,01_11,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,1,0.1,4.5
01,21,12,01_12,panelist,none,NA,female,established,4.4,1,0,0,1,1,0,1,-0.1,4.3
01,21,13,01_13,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,0,0,4.4
01,21,14,01_14,panelist,none,NA,female,established,4.4,1,0,0,1,1,0,0,0,4.4
01,21,15,01_15,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,0,0,4.4
01,21,16,01_16,reviewer,low,4.5,female,established,4.4,0,0,1,0,1,0,0,0,4.4
01,21,17,01_17,panelist,high,NA,female,established,4.4,1,1,0,0,1,0,1,-0.1,4.3
01,21,18,01_18,panelist,high,NA,female,established,4.4,1,1,0,0,1,0,0,0,4.4
01,21,19,01_19,panelist,low,NA,female,established,4.4,1,0,1,0,1,0,0,0,4.4
01,21,20,01_20,panelist,high,NA,female,established,4.4,1,1,0,0,1,0,0,0,4.4
01,21,21,01_21,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,1,-0.1,4.3
01,21,22,01_22,reviewer,high,4.2,female,established,4.4,0,1,0,0,1,0,0,0,4.4
01,21,23,01_23,panelist,med,NA,female,established,4.4,1,0,0,0,1,0,1,0.1,4.5
01,21,24,01_24,panelist,low,NA,female,established,4.4,1,0,1,0,1,0,1,-0.4,4
01,23,01,01_01,panelist,high,NA,male,established,4.7,1,1,0,0,0,0,0,0,4.7
01,23,02,01_02,reviewer,high,4.6,male,established,4.7,0,1,0,0,0,0,0,0,4.7
01,23,03,01_03,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,1,-0.5,4.2
01,23,04,01_04,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,1,0.1,4.8
01,23,05,01_05,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,1,0.3,4.9
01,23,06,01_06,reviewer,low,4.7,male,established,4.7,0,0,1,0,0,0,0,0,4.7
01,23,07,01_07,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,0,0,4.7
01,23,08,01_08,panelist,high,NA,male,established,4.7,1,1,0,0,0,0,0,0,4.7
01,23,09,01_09,panelist,low,NA,male,established,4.7,1,0,1,0,0,0,1,0.3,4.9
01,23,10,01_10,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,0,0,4.7
01,23,11,01_11,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,1,-0.1,4.6
01,23,12,01_12,reviewer,none,4.7,male,established,4.7,0,0,0,1,0,0,0,0,4.7
01,23,13,01_13,panelist,low,NA,male,established,4.7,1,0,1,0,0,0,0,0,4.7
01,23,14,01_14,panelist,high,NA,male,established,4.7,1,1,0,0,0,0,0,0,4.7
01,23,15,01_15,panelist,none,NA,male,established,4.7,1,0,0,1,0,0,1,-0.3,4.4
01,23,16,01_16,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,1,0.2,4.9
01,23,17,01_17,panelist,none,NA,male,established,4.7,1,0,0,1,0,0,0,0,4.7
01,23,18,01_18,panelist,none,NA,male,established,4.7,1,0,0,1,0,0,0,0,4.7
01,23,19,01_19,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,0,0,4.7
01,23,20,01_20,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,0,0,4.7
01,23,21,01_21,panelist,high,NA,male,established,4.7,1,1,0,0,0,0,1,-0.2,4.5
01,23,22,01_22,panelist,high,NA,male,established,4.7,1,1,0,0,0,0,0,0,4.7
01,23,23,01_23,panelist,med,NA,male,established,4.7,1,0,0,0,0,0,0,0,4.7
01,23,24,01_24,panelist,low,NA,male,established,4.7,1,0,1,0,0,0,1,-0.2,4.5
01,24,01,01_01,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,1,-0.2,4
01,24,02,01_02,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,0,0,4.2
01,24,03,01_03,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,1,0.1,4.3
01,24,04,01_04,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
01,24,05,01_05,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
01,24,06,01_06,reviewer,med,4.1,male,established,4.2,0,0,0,0,0,0,0,0,4.2
01,24,07,01_07,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,1,-0.2,4
01,24,08,01_08,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,1,-0.3,3.9
01,24,09,01_09,reviewer,med,4.2,male,established,4.2,0,0,0,0,0,0,0,0,4.2
01,24,10,01_10,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,1,0.1,4.3
01,24,11,01_11,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,1,-0.2,4
01,24,12,01_12,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
01,24,13,01_13,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,1,-0.2,4
01,24,14,01_14,panelist,high,NA,male,established,4.2,1,1,0,0,0,0,0,0,4.2
01,24,15,01_15,panelist,none,NA,male,established,4.2,1,0,0,1,0,0,1,-0.1,4.1
01,24,16,01_16,reviewer,high,4.2,male,established,4.2,0,1,0,0,0,0,1,-0.1,4.1
01,24,17,01_17,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
01,24,18,01_18,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,1,-0.1,4.1
01,24,19,01_19,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
01,24,20,01_20,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
01,24,21,01_21,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,0,0,4.2
01,24,22,01_22,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
01,24,23,01_23,panelist,med,NA,male,established,4.2,1,0,0,0,0,0,0,0,4.2
01,24,24,01_24,panelist,low,NA,male,established,4.2,1,0,1,0,0,0,1,-0.2,4
