cmte,app,memno,cid,job,exp,init_score,top_bottom,consensus,any_bottom,rank_pct,discussed,panelist,exp_high,exp_low,exp_none,deviated,deviation,score
01,1,19,01_19,panelist,low,NA,NA,3.8,FALSE,0.3333333333333333,TRUE,1,0,1,0,0,0,3.8
01,1,20,01_20,panelist,med,NA,NA,3.8,FALSE,0.3333333333333333,TRUE,1,0,0,0,0,0,3.8
01,1,21,01_21,panelist,med,NA,NA,3.8,FALSE,0.3333333333333333,TRUE,1,0,0,0,1,0.3,4.1
01,1,22,01_22,reviewer,high,4,top,3.8,FALSE,0.3333333333333333,TRUE,0,1,0,0,0,0,3.8
01,1,23,01_23,panelist,med,NA,NA,3.8,FALSE,0.3333333333333333,TRUE,1,0,0,0,0,0,3.8
01,1,24,01_24,panelist,med,NA,NA,3.8,FALSE,0.3333333333333333,TRUE,1,0,0,0,0,0,3.8
01,3,01,01_01,panelist,high,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.3
01,3,02,01_02,panelist,none,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,1,1,-0.1,4.2
01,3,03,01_03,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.3
01,3,04,01_04,panelist,high,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,1,0,0,1,-0.2,4.1
01,3,05,01_05,panelist,high,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.3
01,3,06,01_06,reviewer,none,4.2,top,4.3,FALSE,0.8461538461538461,TRUE,0,0,0,1,0,0,4.3
01,3,07,01_07,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.3
01,3,08,01_08,panelist,low,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,-0.1,4.2
01,3,09,01_09,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,-0.2,4.1
01,3,10,01_10,reviewer,med,4.3,top,4.3,FALSE,0.8461538461538461,TRUE,0,0,0,0,1,-0.1,4.2
01,3,11,01_11,panelist,low,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,0.1,4.4
01,3,12,01_12,panelist,none,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,1,0,0,4.3
01,3,13,01_13,panelist,none,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,1,1,0.1,4.4
01,3,14,01_14,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,1,-0.3,4
01,3,15,01_15,panelist,high,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.3
01,3,16,01_16,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.3
01,3,17,01_17,panelist,high,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.3
01,3,18,01_18,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.3
01,3,19,01_19,panelist,high,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,1,0,0,0,0,4.3
01,3,20,01_20,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.3
01,3,21,01_21,panelist,low,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,1,0,0,0,4.3
01,3,22,01_22,reviewer,med,4.3,top,4.3,FALSE,0.8461538461538461,TRUE,0,0,0,0,1,0.1,4.4
01,3,23,01_23,panelist,low,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,1,0,1,0.1,4.4
01,3,24,01_24,panelist,med,NA,NA,4.3,FALSE,0.8461538461538461,TRUE,1,0,0,0,0,0,4.3
01,6,01,01_01,panelist,none,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,1,0,0,4.4
01,6,02,01_02,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,1,-0.3,4.1
01,6,03,01_03,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,1,-0.1,4.3
01,6,04,01_04,panelist,low,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,1,0,1,-0.2,4.2
01,6,05,01_05,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,6,06,01_06,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,6,07,01_07,panelist,none,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,1,1,0.3,4.7
01,6,08,01_08,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,1,-0.1,4.3
01,6,09,01_09,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,0,0,4.4
01,6,10,01_10,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,6,11,01_11,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,0,0,4.4
01,6,12,01_12,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,0,0,4.4
01,6,13,01_13,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,6,14,01_14,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,1,-0.3,4.1
01,6,15,01_15,reviewer,med,4.4,top,4.4,FALSE,0.8717948717948718,TRUE,0,0,0,0,0,0,4.4
01,6,16,01_16,reviewer,high,4.5,top,4.4,FALSE,0.8717948717948718,TRUE,0,1,0,0,0,0,4.4
01,6,17,01_17,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,0,0,4.4
01,6,18,01_18,panelist,none,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,1,1,-0.3,4.1
01,6,19,01_19,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,6,20,01_20,reviewer,none,4.3,top,4.4,FALSE,0.8717948717948718,TRUE,0,0,0,1,1,0.2,4.6
01,6,21,01_21,panelist,low,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,1,0,0,0,4.4
01,6,22,01_22,panelist,low,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,1,0,0,0,4.4
01,6,23,01_23,panelist,low,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,1,0,1,0.2,4.6
01,6,24,01_24,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,8,01,01_01,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,8,02,01_02,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,1,0.1,4.2
01,8,03,01_03,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,8,04,01_04,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,0,0,4.1
01,8,05,01_05,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,0,0,4.1
01,8,06,01_06,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,0,0,4.1
01,8,07,01_07,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,8,08,01_08,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,1,-0.2,3.9
01,8,09,01_09,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,0,0,4.1
01,8,10,01_10,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,8,11,01_11,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,8,12,01_12,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,1,0.2,4.3
01,8,13,01_13,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,0,0,4.1
01,8,14,01_14,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,1,-0.1,4
01,8,15,01_15,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,0,0,4.1
01,8,16,01_16,reviewer,med,3.7,bottom,4.1,TRUE,0.6666666666666666,TRUE,0,0,0,0,0,0,4.1
01,8,17,01_17,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,1,0.1,4.2
01,8,18,01_18,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,8,19,01_19,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,1,-0.1,4
01,8,20,01_20,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,1,0.1,4.2
01,8,21,01_21,reviewer,med,4.2,top,4.1,TRUE,0.6666666666666666,TRUE,0,0,0,0,0,0,4.1
01,8,22,01_22,reviewer,med,4.4,top,4.1,TRUE,0.6666666666666666,TRUE,0,0,0,0,0,0,4.1
01,8,23,01_23,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,1,-0.1,4
01,8,24,01_24,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,1,0.1,4.2
01,14,01,01_01,panelist,high,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,1,0,0,0,0,4.2
01,14,02,01_02,panelist,high,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,1,0,0,1,-0.4,3.8
01,14,03,01_03,panelist,high,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,1,0,0,1,-0.2,4
01,14,04,01_04,panelist,none,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,1,0,0,4.2
01,14,05,01_05,panelist,low,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,1,0,0,0,4.2
01,14,06,01_06,panelist,none,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,1,1,0.2,4.4
01,14,07,01_07,reviewer,med,4.2,top,4.2,TRUE,0.7692307692307693,TRUE,0,0,0,0,0,0,4.2
01,14,08,01_08,panelist,low,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,1,0,0,0,4.2
01,14,09,01_09,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,1,0.1,4.3
01,14,10,01_10,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,14,11,01_11,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,14,12,01_12,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,14,13,01_13,reviewer,none,4.1,top,4.2,TRUE,0.7692307692307693,TRUE,0,0,0,1,0,0,4.2
01,14,14,01_14,panelist,low,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,1,0,1,0.1,4.3
01,14,15,01_15,panelist,high,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,1,0,0,1,0.2,4.4
01,14,16,01_16,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,1,0.2,4.4
01,14,17,01_17,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,14,18,01_18,panelist,none,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,1,1,-0.4,3.8
01,14,19,01_19,panelist,high,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,1,0,0,1,-0.1,4.1
01,14,20,01_20,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,14,21,01_21,panelist,med,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,0,0,1,0.2,4.4
01,14,22,01_22,reviewer,med,4.2,bottom,4.2,TRUE,0.7692307692307693,TRUE,0,0,0,0,1,-0.1,4.1
01,14,23,01_23,panelist,low,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,0,1,0,1,0.2,4.4
01,14,24,01_24,panelist,high,NA,NA,4.2,TRUE,0.7692307692307693,TRUE,1,1,0,0,1,0.1,4.3
01,18,01,01_01,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,18,02,01_02,panelist,none,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,1,1,-0.2,4.4
01,18,03,01_03,panelist,high,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,1,0,0,1,0.2,4.8
01,18,04,01_04,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,18,05,01_05,panelist,none,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,1,1,-0.1,4.5
01,18,06,01_06,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,18,07,01_07,panelist,low,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,1,0,1,-0.1,4.5
01,18,08,01_08,panelist,none,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,1,0,0,4.6
01,18,09,01_09,reviewer,med,4.5,top,4.6,FALSE,0.9487179487179487,TRUE,0,0,0,0,0,0,4.6
01,18,10,01_10,reviewer,high,4.5,top,4.6,FALSE,0.9487179487179487,TRUE,0,1,0,0,0,0,4.6
01,18,11,01_11,panelist,high,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,1,0,0,0,0,4.6
01,18,12,01_12,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,0.2,4.8
01,18,13,01_13,panelist,low,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,1,0,0,0,4.6
01,18,14,01_14,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,1,-0.2,4.4
01,18,15,01_15,panelist,high,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,1,0,0,1,-0.2,4.4
01,18,16,01_16,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,18,17,01_17,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,18,18,01_18,panelist,low,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,1,0,1,-0.4,4.2
01,18,19,01_19,reviewer,high,4.7,top,4.6,FALSE,0.9487179487179487,TRUE,0,1,0,0,0,0,4.6
01,18,20,01_20,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,18,21,01_21,panelist,low,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,1,0,0,0,4.6
01,18,22,01_22,panelist,none,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,1,1,0.3,4.9
01,18,23,01_23,panelist,high,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,1,0,0,1,0.2,4.8
01,18,24,01_24,panelist,med,NA,NA,4.6,FALSE,0.9487179487179487,TRUE,1,0,0,0,0,0,4.6
01,23,01,01_01,panelist,high,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,1,0,0,1,0.1,4.3
01,23,02,01_02,reviewer,none,4.2,top,4.2,FALSE,0.7692307692307693,TRUE,0,0,0,1,1,0.1,4.3
01,23,03,01_03,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,04,01_04,panelist,high,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,1,0,0,0,0,4.2
01,23,05,01_05,panelist,high,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,1,0,0,1,0.1,4.3
01,23,06,01_06,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,07,01_07,panelist,low,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,1,0,0,0,4.2
01,23,08,01_08,panelist,low,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,1,0,1,-0.1,4.1
01,23,09,01_09,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,10,01_10,panelist,low,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,1,0,0,0,4.2
01,23,11,01_11,panelist,none,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,1,1,-0.1,4.1
01,23,12,01_12,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,13,01_13,panelist,high,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,1,0,0,0,0,4.2
01,23,14,01_14,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,15,01_15,reviewer,none,4.3,top,4.2,FALSE,0.7692307692307693,TRUE,0,0,0,1,1,-0.2,4
01,23,16,01_16,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,1,0.2,4.4
01,23,17,01_17,reviewer,none,4.2,top,4.2,FALSE,0.7692307692307693,TRUE,0,0,0,1,1,0.2,4.4
01,23,18,01_18,panelist,high,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,1,0,0,1,-0.2,4
01,23,19,01_19,panelist,low,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,1,0,0,0,4.2
01,23,20,01_20,panelist,high,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,1,0,0,1,0.1,4.3
01,23,21,01_21,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,22,01_22,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,23,23,01_23,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,1,0.2,4.4
01,23,24,01_24,panelist,med,NA,NA,4.2,FALSE,0.7692307692307693,TRUE,1,0,0,0,0,0,4.2
01,27,01,01_01,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,0,0,4.1
01,27,02,01_02,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,0,0,4.1
01,27,03,01_03,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,1,0.1,4.2
01,27,04,01_04,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,27,05,01_05,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,1,-0.4,3.7
01,27,06,01_06,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,0,0,4.1
01,27,07,01_07,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,27,08,01_08,reviewer,med,4,bottom,4.1,TRUE,0.6666666666666666,TRUE,0,0,0,0,1,0.2,4.3
01,27,09,01_09,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,0,0,4.1
01,27,10,01_10,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,1,-0.2,3.9
01,27,11,01_11,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,1,0.1,4.2
01,27,12,01_12,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,0,0,4.1
01,27,13,01_13,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,1,0.1,4.2
01,27,14,01_14,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,0,0,4.1
01,27,15,01_15,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,1,-0.3,3.8
01,27,16,01_16,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,1,-0.1,4
01,27,17,01_17,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,1,-0.1,4
01,27,18,01_18,panelist,none,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,1,0,0,4.1
01,27,19,01_19,panelist,med,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,0,0,1,-0.1,4
01,27,20,01_20,reviewer,low,4.1,top,4.1,TRUE,0.6666666666666666,TRUE,0,0,1,0,0,0,4.1
01,27,21,01_21,panelist,low,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,0,1,0,0,0,4.1
01,27,22,01_22,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,1,0.1,4.2
01,27,23,01_23,reviewer,med,4.1,top,4.1,TRUE,0.6666666666666666,TRUE,0,0,0,0,0,0,4.1
01,27,24,01_24,panelist,high,NA,NA,4.1,TRUE,0.6666666666666666,TRUE,1,1,0,0,1,0.1,4.2
01,28,01,01_01,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,1,0.2,4.9
01,28,02,01_02,panelist,none,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,1,1,0.1,4.8
01,28,03,01_03,panelist,low,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,1,0,0,0,4.7
01,28,04,01_04,panelist,none,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,1,0,0,4.7
01,28,05,01_05,panelist,high,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,1,0,0,1,0.2,4.9
01,28,06,01_06,reviewer,med,4.6,top,4.7,FALSE,0.9743589743589743,TRUE,0,0,0,0,0,0,4.7
01,28,07,01_07,reviewer,high,4.9,top,4.7,FALSE,0.9743589743589743,TRUE,0,1,0,0,0,0,4.7
01,28,08,01_08,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,0,0,4.7
01,28,09,01_09,panelist,high,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,1,0,0,0,0,4.7
01,28,10,01_10,panelist,low,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,1,0,0,0,4.7
01,28,11,01_11,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,0,0,4.7
01,28,12,01_12,panelist,none,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,1,1,-0.1,4.6
01,28,13,01_13,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,1,0.2,4.9
01,28,14,01_14,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,0,0,4.7
01,28,15,01_15,panelist,low,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,1,0,0,0,4.7
01,28,16,01_16,panelist,none,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,1,1,0.1,4.8
01,28,17,01_17,panelist,low,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,1,0,0,0,4.7
01,28,18,01_18,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,0,0,4.7
01,28,19,01_19,reviewer,med,4.6,top,4.7,FALSE,0.9743589743589743,TRUE,0,0,0,0,1,-0.3,4.4
01,28,20,01_20,panelist,high,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,1,0,0,0,0,4.7
01,28,21,01_21,panelist,high,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,1,0,0,1,0.2,4.9
01,28,22,01_22,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,0,0,4.7
01,28,23,01_23,panelist,high,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,1,0,0,0,0,4.7
01,28,24,01_24,panelist,med,NA,NA,4.7,FALSE,0.9743589743589743,TRUE,1,0,0,0,1,0.1,4.8
01,33,01,01_01,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,0,0,4.4
01,33,02,01_02,panelist,high,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,1,0,0,0,0,4.4
01,33,03,01_03,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,1,-0.1,4.3
01,33,04,01_04,reviewer,none,4.4,top,4.4,FALSE,0.8717948717948718,TRUE,0,0,0,1,0,0,4.4
01,33,05,01_05,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,33,06,01_06,panelist,med,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,0,0,0,0,4.4
01,33,07,01_07,panelist,low,NA,NA,4.4,FALSE,0.8717948717948718,TRUE,1,0,1,0,0,0,4.4
